title_web,job_type,salary,location,summary,company,date,Country,title,website
Medical Billing Coordinator,Administrative Assistant,None,"Atlanta, GA 30327","Work closely with customers, patients or company personnel to create invoices and check for calculation errors on invoices and other billing statements.",Atlanta Orthopedic Institute,6/11/21,United States,Billing Coordinator,Indeed
Group Reservations Housing & Billing Coordinator,Administrative Assistant,None,"Phoenix, AZ 85054 (Desert View area)","Set-up proper billing accounts (i.e. share-with, room/tax/incidentals, tax exempt, direct/special billing, and group bookings) according to accounting policies.","Marriott International, Inc",6/11/21,United States,Billing Coordinator,Indeed
Dental Receptionist/ Patient Coordinator/Administration/Bill...,Administrative Assistant,"$55,000 - $65,000 a year","Old Lyme, CT 06371","We are looking for a front desk receptionist who has previous experience in the dental field.Experience with Eaglesoft is preferred, but we are open to all…",ADVANCED FAMILY DENTISTRY,6/11/21,United States,Billing Coordinator,Indeed
Accounting & Billing Coordinator,Administrative Assistant,"$55,000 - $63,000 a year","Washington, DC","2 years (minimum) law firm billing process facilitation experience.Assist Attorney’s through communication with clients regarding billing requests, missing…","Shannon, Mullins & Wright",6/11/21,United States,Billing Coordinator,Indeed
Billing Coordinator,Administrative Assistant,From $14 an hour,"Payson, UT 84651","Tasks will include billing, past due accounts, running payments, and at times assisting the intake coordinator with phone calls when needed.",Sunray Family Counseling (Formerly The Journey Counseling Center: Sanpete),6/11/21,United States,Billing Coordinator,Indeed
,Administrative Assistant,$15 - $17 an hour,"Boise, ID 83704 (West Valley area)","Reconcile monthly ABS Leasing pass through billings.Completion of billing on upgrades/cancelled contracts.Under the supervision of the Billing Team Lead, the…",Allied Business Solutions,6/11/21,United States,Billing Coordinator,Indeed
Medical Billing Coordinator,Administrative Assistant,$16 - $18 an hour,"Colorado Springs, CO 80920 (Briargate area)","Responds to billing inquiries within 24 hours.Responds to patient billing and statement inquiries.Researches accounts to verify billing, posting and…",Colorado Springs Orthopaedic Group,6/11/21,United States,Billing Coordinator,Indeed
Digital Billing Coordinator,Administrative Assistant,None,"El Segundo, CA 90245","Communicate with media planners, publications, and finance groups regarding account balances and billing discrepancies.",Saatchi & Saatchi,6/11/21,United States,Billing Coordinator,Indeed
Temporary Billing Support Coordinator,Administrative Assistant,None,"Portland, OR 97223","Makes outbound calls to collect required patient billing consents or insurance information.Performs data entry, verifies and updates personal, billing, and…","Women's Healthcare Associates, LLC",6/11/21,United States,Billing Coordinator,Indeed
Billing Coordinator,Administrative Assistant,None,"Pittsburgh, PA 15219 (Central Business District area)","Knowledge of electronic billing processes and procedures.Familiar with and applies Firm’s billing policies.Submits invoices by mail, email, and to third party…",Buchanan Ingersoll & Rooney PC,6/11/21,United States,Billing Coordinator,Indeed
BILLING COORDINATOR,Administrative Assistant,None,"Oceanside, CA 92056",Experience in medical billing/coding.Performs all functions necessary to implement and coordinate effective billing compliance plan for Patient Business…,Tri City Healthcare District,6/11/21,United States,Billing Coordinator,Indeed
Billing Coordinator,Administrative Assistant,"$35,000 - $45,000 a year","Centennial, CO 80112",Medical billing: 1 year (Required).A background in medical office management is preferred and experience with medical billing is a MUST!,Next ERA Physical Therapy,6/11/21,United States,Billing Coordinator,Indeed
"Billing Coordinator, Home Health Products",Administrative Assistant,None,"Altus, OK 73521","Additional tasks may include other segments of the billing process depending on experience level, such as: confirmation of orders, electronic and paper…",Jackson County Memorial Hospital,6/11/21,United States,Billing Coordinator,Indeed
Medical Billing Coordinator,Administrative Assistant,From $13 an hour,"Dallas, TX 75205 (Oak Lawn area)","Medical billing: 1 year (Preferred).Candidate must be organized, detail oriented, hard working, self motivated, dependable, and honest.",Texas Oral and Maxillofacial Surgery,6/11/21,United States,Billing Coordinator,Indeed
Medical Billing Denial Coordinator,Administrative Assistant,$18 - $24 an hour,"Spokane, WA 99218 (Nevada-Lidgerwood area)","This key position ensures that outstanding insurance balances are resolved quickly, to increase collections for our clients.",Keystone Medical,6/11/21,United States,Billing Coordinator,Indeed
Billing Coordinator,Administrative Assistant,$17 - $21 an hour,"Waukesha, WI 53188","Medical billing: 2 years (Required).Duties include calling on insurance benefits, pre-authorizations, insurance follow up and appeals, A/R follow up, answering…",TMJ Pain Solutions,6/11/21,United States,Billing Coordinator,Indeed
Billing Coordinator- Accounts Receivable,Administrative Assistant,None,"Wheeling, IL 60090","High level of accuracy and efficiency in data entry.Using functional, business and technical knowledge to drive the best solutions.","Alliance Disaster Kleenup, Inc.",6/11/21,United States,Billing Coordinator,Indeed
Membership Billing Coordinator,Administrative Assistant,$18 - $20 an hour,"Denver, CO 80206 (Cherry Creek area)",Work closely with membership team to ensure accurate membership information and records are kept for type of membership and billing information.,Clayton Members Club & Hotel,6/11/21,United States,Billing Coordinator,Indeed
Dental Billing and A/R Coordinator,Administrative Assistant,$17 - $22 an hour,"Dumfries, VA 22026",This is an exciting opportunity for any individual with experience in a dental practice.This a crucial role in our organization and the opportunity will…,MAZ Management,6/11/21,United States,Billing Coordinator,Indeed
Billing Coordinator,Administrative Assistant,From $14 an hour,"Payson, UT 84651","Tasks will include billing, past due accounts, running payments, and at times assisting the intake coordinator with phone calls when needed.",Sunray Family Counseling (Formerly The Journey Cou...,6/11/21,United States,Billing Coordinator,Indeed
Insurance Billing Coordinator,Administrative Assistant,None,"Edmond, OK 73012",Growing optometric practice in Edmond is seeking an Insurance Benefits Coordinator to join our team!Duties would include: verifying routine vision/medical…,Innovative Eyecare,6/11/21,United States,Billing Coordinator,Indeed
"Organ Recovery Coordinator, Billings",Administrative Assistant,None,"Billings, MT","Must be a Licensed Registered Nurse, Respiratory Therapist, Paramedic/EMT or prior experience working as an organ recovery coordinator in another OPO.",Lifecenter Northwest,6/11/21,United States,Billing Coordinator,Indeed
Patient Care Coordinator/Billing specialist,Administrative Assistant,$12 - $15 an hour,"Harker Heights, TX","Collecting patient out of pocket portions.\*\*DENTRIX and 1 year Dental experience REQUIRED, also MUST be bilingual (Spanish)\*\*.",Fusion Dental & Braces- Texas,6/11/21,United States,Billing Coordinator,Indeed
Billing Systems Coordinator - Full Time - Annapolis,Administrative Assistant,None,"Annapolis, MD 21401","Experience in administration of electronic billing operation in UB92 billing, including Medicare.Produces all daily reports deemed necessary by management for…",Anne Arundel Medical Center,6/11/21,United States,Billing Coordinator,Indeed
Physician Billing Coordinator - Practice Management - Full T...,Administrative Assistant,None,"Olean, NY",Experience: Previous physician billing experience.POSITION SUMMARY: Reporting to the Director of Revenue Cycle Management and indirectly reporting to Practice…,Olean General Hospital,6/11/21,United States,Billing Coordinator,Indeed
Billing Coordinator,Administrative Assistant,"$37,440 - $41,600 a year","Chattanooga, TN",Accurately decipher the invoice and use VMRS coding to input into Karmak billing system.The Maintenance Billing Coordinator will act as the liaison between the…,"Transport Enterprise Leasing, LLC.",6/11/21,United States,Billing Coordinator,Indeed
Billing Co-Coordinator - Patient Accounting,Administrative Assistant,None,"Elmira, NY 14901","Maintains a working knowledge of all billing functions, procedures and regulations.Sends adjusted billing when needed (Late Charges, Other Insurance Primary,…",Arnot Health,6/11/21,United States,Billing Coordinator,Indeed
Insurance Billing Coordinator - ACHS,Administrative Assistant,None,"Oceanport, NJ 07757","This is a full time position, Monday through Friday, 40 hours per week.Duties: Review and analyze insurance claims being sent electronically on a daily basis.",AcuteCare Health System,6/11/21,United States,Billing Coordinator,Indeed
Billing Coordinator / Chiropractic Assistant,Administrative Assistant,Up to $13 an hour,"Springfield, MO 65804 (Southside area)","Must possess strong organizational skills, have a positive attitude, be able to multi task and prioritize, and possess strong time management, customer service,…",Twin Oaks Chiropractic & Acupuncture,6/11/21,United States,Billing Coordinator,Indeed
Dental Billing and Treatment Coordinator,Administrative Assistant,$15 - $18 an hour,"Miami, FL 33165",Be able to communicate efficiently with patients.Facilitate the work for the Doctor.Make and receive phone calls.Verify insurances and Billing (Required).,Marta Nieto Dental Spa,6/11/21,United States,Billing Coordinator,Indeed
DME Intake/Billing Coordinator,Administrative Assistant,$10 - $16 an hour,"McAllen, TX 78501","Have a general knowledge of medical coding and billing software.Health Care Unlimited, Inc. is currently seeking highly experienced DME Intake/Billing…","Health Care Unlimited, Inc.",6/11/21,United States,Billing Coordinator,Indeed
Billing Coordinator,Administrative Assistant,None,"Battle Creek, MI","Preparation of billings to the agencies with which GT Independence has a contract.Will consider candidates with relevant work experience, especially as it…",GT Independence,6/11/21,United States,Billing Coordinator,Indeed
